cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
622,0.02,4718,180,196509,1,220117,20000,2508430,84,43782,33.64,0.11,0,5000000,2,90279,5,15,1,0.84,199778,0.71,64566,1,3,2.5,60,2,0,1,2,0,1,0
840,2.83,7173,90,-36420,0,17101,20000,1958924,24,51423,14.41,0.81,2,0,3,20125,3,9,1,0.86,42607,0.7,306282,1,3,8.5,53,2,1,0,2,0,3,0
494,0.71,1259,0,-31760,5,334639,5000,792886,36,27295,43.0,0.76,3,5000000,2,34836,1,5,4,0.48,380021,0.11,166174,1,1,14.3,53,0,1,4,4,1,2,0
631,0.32,5246,120,33446,5,407959,0,2470692,84,58596,44.24,0.82,3,0,1,57735,0,21,3,0.4,454305,0.99,356342,0,0,21.3,48,1,1,1,0,1,2,0
469,2.3,7271,90,156824,4,18951,0,2114475,24,99236,2.24,0.19,5,0,3,71359,0,23,2,0.75,127328,0.03,347488,0,1,10.4,64,0,0,5,3,0,1,0
820,1.5,748,60,54533,0,148086,10000,2151029,48,99145,24.35,0.27,5,5000000,2,26025,5,7,1,0.57,330301,0.36,186253,1,0,15.2,56,2,2,1,4,1,2,0
762,1.3,3986,90,127183,2,46180,50000,658544,84,76287,53.52,0.3,0,1000000,2,32996,5,5,4,0.97,456180,0.42,404692,0,0,4.3,21,0,2,4,3,0,1,0
339,0.75,3551,180,171519,2,329121,0,1827148,60,57953,31.7,0.51,5,100000,2,36020,1,22,1,0.38,298313,0.8,310869,1,3,13.7,32,1,0,1,2,0,1,0
836,1.64,6298,30,115938,1,257117,50000,1130394,84,75464,21.51,0.13,2,5000000,2,98655,2,3,3,0.04,366914,0.03,195460,0,1,5.3,53,2,1,5,4,0,3,0
560,0.82,6400,180,30974,2,200606,0,805244,120,72678,15.97,0.39,2,500000,3,20421,1,4,0,0.59,146365,0.56,82806,1,2,4.4,64,1,0,4,1,0,3,0
694,2.7,6378,180,23401,4,73209,0,2195707,84,46955,15.36,0.18,4,0,1,24809,1,5,0,0.35,95729,0.2,402101,1,2,11.2,25,1,2,1,4,0,1,0
525,0.65,6643,30,163165,3,259241,10000,2975952,12,52080,6.89,0.26,4,100000,4,57609,4,14,3,0.34,202780,0.57,8372,1,1,4.7,22,0,0,5,4,1,2,0
423,2.65,6432,90,93283,2,182980,20000,1015684,60,82793,49.22,0.71,0,500000,2,17241,4,5,2,0.56,242402,0.65,287908,0,2,15.9,56,2,0,4,2,1,1,0
337,1.68,509,120,140057,0,380719,10000,1483774,84,65930,6.11,0.85,2,100000,4,47417,2,18,4,0.92,542,0.03,216159,1,0,20.6,44,2,2,4,0,1,2,0
627,2.49,5671,30,114340,4,323062,0,572126,84,23650,18.25,0.02,2,1000000,4,9068,3,24,1,0.27,468283,0.07,388098,0,1,8.7,63,2,0,2,2,0,3,0
550,2.14,1823,30,-46354,2,411435,20000,422072,84,24212,3.69,0.57,4,500000,4,64729,0,19,1,0.38,292390,0.09,116200,1,0,7.1,41,1,0,3,2,1,2,0
475,2.09,6852,60,136443,5,148235,20000,1125196,24,68726,47.1,0.04,5,5000000,2,26834,4,7,1,0.89,253902,0.85,126156,1,3,3.9,50,2,0,4,2,1,1,0
753,0.97,4880,90,198123,2,143542,20000,433382,48,67538,3.32,0.09,4,100000,2,69730,2,12,4,0.9,44544,0.93,158090,0,1,8.6,35,1,1,1,3,0,2,0
336,0.7,2941,30,-7184,5,419759,50000,1421259,12,43882,19.19,0.71,0,5000000,5,91756,5,3,4,0.23,369207,0.44,302833,1,2,12.3,29,2,2,0,1,1,2,0
615,0.63,6919,120,39460,4,160348,0,133335,84,24038,34.82,0.74,2,5000000,2,79235,1,21,3,0.71,249298,0.87,69929,0,2,8.2,52,0,1,4,3,0,1,0
892,2.57,7736,0,-5888,2,130014,5000,97285,48,74630,25.16,0.81,0,100000,2,51544,4,16,4,0.42,383844,0.48,285366,1,0,13.7,28,1,2,1,4,0,3,0
413,2.46,6441,90,1048,5,177953,10000,2591603,12,23451,17.65,0.47,4,100000,0,68860,1,13,1,0.94,338617,0.4,427173,0,3,14.6,43,0,2,4,2,0,1,0
339,1.32,7777,60,135983,3,351094,50000,2820131,12,70288,17.24,0.86,3,0,1,43911,1,17,1,0.73,290394,0.53,175767,0,2,2.2,47,0,2,2,0,0,3,0
600,0.4,4232,180,156518,1,17749,10000,2009859,120,56352,48.07,0.17,4,0,0,61963,4,14,4,0.49,417717,0.79,364424,1,2,15.4,62,0,0,0,2,0,2,0
523,1.15,6519,30,82850,4,296326,5000,2750187,12,21521,58.46,0.25,2,500000,5,39029,2,21,4,0.82,186566,0.22,5004,1,3,19.8,28,0,1,0,3,1,3,0
617,1.86,2134,120,-4248,5,349594,20000,2168321,84,65308,21.53,0.13,0,500000,3,86871,5,18,3,1.0,100064,0.3,120149,1,0,0.6,49,1,2,1,1,1,2,0
648,1.36,7586,90,166049,0,90543,5000,2439669,24,53854,3.31,0.8,5,500000,0,26832,0,10,0,0.45,75957,0.85,109969,1,0,12.1,31,2,1,3,3,0,3,0
414,2.34,1777,120,20726,2,106487,10000,1678141,84,94304,3.16,0.23,5,0,0,1432,2,6,4,0.37,333453,0.92,30473,0,3,13.3,41,1,1,2,2,0,1,0
622,2.99,1222,120,161912,5,382371,5000,2612538,84,94946,45.79,0.16,2,5000000,0,480,3,0,0,0.61,249705,0.12,331758,0,3,15.6,64,0,1,3,1,0,2,0
867,0.57,7630,180,186373,5,239216,0,629408,48,38206,33.59,0.62,4,1000000,1,68506,3,2,2,0.68,211074,0.7,239755,0,0,8.5,59,0,1,0,0,1,1,0
339,1.38,6580,60,108361,5,424599,5000,378520,36,70963,47.23,0.08,4,1000000,4,34433,0,18,0,0.7,379533,0.01,87283,0,1,18.0,50,2,0,5,3,0,1,0
339,1.29,5429,90,-5212,1,350722,0,628523,36,6556,42.15,0.04,1,100000,3,52406,5,0,4,0.47,476164,0.25,366557,0,0,11.9,53,0,0,0,3,0,3,0
588,0.91,3667,30,-45253,0,126258,5000,1526021,120,19772,54.54,0.11,4,0,3,14265,3,3,1,0.33,64336,0.07,175406,1,1,9.0,23,1,2,5,4,0,1,0
561,0.59,1777,60,155894,0,166484,0,1971862,36,29063,53.26,0.0,2,100000,1,74144,1,23,1,0.82,268454,0.52,355053,1,1,15.8,33,1,2,3,1,0,3,0
515,0.2,1304,30,-49955,3,23181,0,1638269,48,23709,47.51,0.7,0,1000000,5,72786,3,10,4,0.96,430464,0.34,17618,0,1,20.4,56,1,0,5,3,0,3,0
446,2.66,7490,0,176350,1,54898,5000,163307,60,51852,29.04,0.56,0,100000,0,944,4,6,3,0.86,216695,0.14,392530,1,0,17.9,43,1,2,5,4,1,2,0
635,1.26,4859,120,-42242,5,462846,50000,2511072,120,81855,19.18,0.21,1,0,4,34820,1,6,4,0.68,407082,0.0,403060,0,3,20.5,46,0,0,4,0,1,1,0
467,1.49,701,0,75076,4,275549,20000,2818359,48,6383,30.91,0.23,5,0,2,10542,2,13,4,0.36,203867,0.39,294921,0,1,5.9,30,2,1,3,3,1,1,0
391,2.75,2989,120,104509,1,499620,20000,2694987,12,2233,30.62,0.81,2,0,1,58323,5,14,3,0.62,377573,0.29,473984,1,3,2.6,58,1,1,5,3,1,1,0
652,2.33,151,180,100657,1,283006,20000,2678015,84,28146,37.01,0.5,4,1000000,5,73239,0,4,3,0.1,18618,0.05,136120,0,3,11.8,56,0,0,3,2,0,1,0
870,0.39,1325,60,179831,0,195751,0,1980667,60,52450,11.98,0.7,3,0,4,91768,4,13,2,0.53,181837,0.85,413171,1,2,1.0,43,1,2,5,3,1,3,1
870,1.7,1301,30,90926,3,300832,20000,1234491,12,25713,39.68,0.45,0,500000,5,59998,4,12,2,0.78,331216,0.41,127046,1,3,14.8,28,2,2,4,0,1,3,0
662,1.33,3722,180,133148,3,58017,0,274059,120,44758,27.94,0.24,2,500000,1,99755,0,19,2,0.25,442126,0.77,400502,0,0,5.3,34,0,0,4,4,0,1,0
856,2.39,1711,30,6950,1,499697,50000,2948436,84,81325,37.59,0.97,1,0,1,76739,3,25,3,0.5,16941,0.42,134774,0,0,10.0,44,1,0,5,1,0,3,0
644,2.17,5127,60,98421,1,285083,5000,2130708,84,69466,15.14,0.57,3,500000,2,43743,0,21,0,0.07,177670,0.07,310154,0,1,14.4,38,2,1,4,0,0,3,0
469,2.07,806,90,177300,2,253343,5000,2985245,120,78648,26.63,0.13,5,0,5,29922,0,17,4,0.84,145065,0.39,48564,1,0,10.6,60,0,2,2,1,1,1,0
655,1.02,4330,0,102420,5,497683,0,2287381,12,13374,13.4,0.41,2,1000000,4,13965,3,0,2,0.35,290930,0.89,325758,0,1,5.2,57,0,1,0,0,1,3,0
490,2.41,2722,0,115368,0,376296,0,1186518,48,51985,52.64,0.33,4,500000,5,20387,2,12,0,0.58,40198,0.01,108803,0,0,19.4,45,1,0,5,4,0,1,0
721,0.16,4656,30,182352,5,311729,50000,2526022,36,32012,29.79,0.21,5,1000000,5,34354,5,22,4,0.38,448430,0.9,159971,1,1,16.8,40,0,2,0,2,1,2,0
306,0.48,1325,30,-30545,4,388459,20000,818180,60,85059,14.27,0.93,0,500000,0,49541,0,19,0,0.6,359418,0.66,342460,1,0,13.2,45,0,1,4,4,1,3,0
432,1.01,4133,30,159896,4,114447,50000,947168,120,25783,3.43,0.88,4,5000000,5,3728,3,6,1,0.74,238935,1.0,122453,1,0,15.4,37,1,2,5,1,0,2,0
856,0.23,1159,60,135093,3,253885,5000,1346186,120,16563,40.87,0.2,1,5000000,4,58193,4,5,1,0.33,213849,0.92,115465,1,1,9.1,24,1,2,5,1,0,2,0
330,0.7,2869,90,152995,0,249434,5000,1171544,84,44193,13.66,0.35,0,1000000,4,89927,0,8,4,0.52,453581,0.87,406742,1,3,8.3,41,0,0,4,3,0,2,0
834,2.49,4516,0,181897,5,164014,20000,304686,24,11042,59.39,0.76,3,500000,0,25394,5,9,0,0.79,258286,0.04,234884,1,2,3.5,40,1,1,2,2,0,3,0
725,2.84,1242,180,120365,3,251147,5000,2952421,84,60031,32.49,0.21,0,5000000,2,77835,0,21,0,0.69,329490,0.28,227260,0,0,17.7,65,1,0,2,4,0,1,0
693,0.91,347,120,180502,4,408488,0,130684,36,44163,18.05,0.59,4,0,4,6480,2,2,3,0.06,280884,0.37,473327,1,3,8.4,61,0,1,1,4,1,1,0
662,0.79,1831,60,38552,1,447350,5000,2789144,84,89356,39.8,0.7,5,100000,5,51806,2,6,2,0.57,178009,0.7,37243,1,2,15.2,37,1,0,3,1,1,2,0
736,0.84,1569,0,-3884,0,165337,10000,1065631,24,97788,17.24,0.65,2,5000000,5,94066,4,24,4,0.38,210959,0.65,166219,0,2,6.6,55,2,0,0,2,1,2,0
850,0.83,3935,90,70461,0,264743,20000,2817331,120,3208,49.4,0.71,2,5000000,0,47232,2,10,0,0.71,184289,0.17,491256,1,0,17.5,61,0,0,5,4,1,2,0
381,0.11,7246,60,-9516,5,189264,20000,515377,48,14796,19.19,0.71,2,0,1,69642,5,25,2,0.02,340029,0.74,304029,0,3,2.3,43,0,1,0,2,1,2,0
655,2.78,6891,180,111287,2,169740,20000,1113250,84,91962,59.31,0.96,1,5000000,1,84239,4,11,4,0.33,29377,0.16,249400,0,0,13.8,41,2,0,2,2,0,3,0
557,0.64,1918,0,31638,5,91560,10000,2757363,60,23670,36.7,0.35,1,5000000,0,97636,0,11,0,0.09,425280,0.46,158112,0,1,17.8,63,1,2,3,4,1,3,0
888,1.26,6416,60,84476,1,369579,50000,2559065,48,25320,50.82,0.88,2,5000000,1,76656,3,12,1,0.92,290159,0.58,499876,0,1,14.5,41,1,0,2,2,1,2,0
823,0.03,3232,0,118332,1,79283,0,941751,24,21074,5.3,0.02,3,500000,4,38920,2,21,0,0.88,314802,0.87,150353,1,2,15.3,44,1,2,5,0,1,3,1
594,2.57,3758,0,50647,3,19297,20000,1587411,12,28931,21.55,0.29,4,5000000,0,84854,4,22,1,0.97,53539,0.63,167107,1,1,11.6,57,0,1,1,1,0,2,0
523,2.19,5997,90,15642,0,74005,5000,1204662,84,19993,44.51,0.05,3,100000,5,91258,2,7,1,0.64,351394,0.95,38874,1,3,12.3,38,1,2,5,2,1,1,0
824,2.84,2355,120,161803,3,400977,0,2709422,120,56330,39.65,0.65,2,500000,4,96536,2,3,3,0.81,123626,0.99,397550,1,1,1.4,64,1,2,1,2,1,2,0
345,2.34,1397,90,-3991,1,199506,5000,2532605,120,33991,12.46,0.1,4,500000,3,68041,1,20,3,0.61,88855,0.51,354582,1,1,5.5,39,0,2,1,0,1,3,0
412,0.94,7119,0,173761,2,467965,0,1618468,48,16003,22.02,0.85,1,1000000,2,88999,0,19,2,0.49,114928,0.05,4089,0,3,15.9,25,0,2,5,3,1,1,0
532,0.74,2780,60,78824,0,404823,0,841588,84,48496,16.54,0.65,0,5000000,5,80322,2,0,4,0.83,13636,0.03,18501,1,3,20.8,64,1,2,5,2,1,3,0
316,2.09,7176,180,198914,1,140654,5000,2709720,60,15743,37.19,0.03,0,100000,5,73334,3,5,2,0.78,81270,0.86,403206,1,1,11.9,47,2,1,2,4,1,3,0
659,1.09,1824,90,-20395,2,200255,5000,2746764,84,53926,21.33,0.71,4,100000,2,64918,5,22,3,0.73,86940,0.5,397330,1,3,16.0,26,0,1,3,3,0,3,0
522,1.7,2491,120,60879,5,96994,0,2207858,48,80543,19.23,0.86,3,1000000,2,24253,1,1,2,0.89,204520,0.37,231661,1,0,15.0,34,2,1,5,3,0,1,0
747,0.02,7280,0,134277,4,66305,20000,2882233,36,25300,13.24,0.66,4,100000,0,9003,4,21,4,0.93,443520,0.28,463758,0,1,22.0,23,2,1,4,0,0,2,0
664,0.19,4060,180,118641,1,169045,5000,2362494,48,82711,25.13,0.03,3,500000,3,81975,4,13,4,0.45,91064,0.28,85364,0,2,17.5,21,0,1,0,4,1,1,0
625,1.61,5324,90,70827,4,426333,10000,2288195,24,72509,12.53,0.86,5,0,2,74435,3,17,0,0.28,392314,0.07,326895,0,3,13.8,51,2,1,4,3,0,1,0
766,1.7,404,90,-44420,3,223058,10000,1020644,48,10703,57.79,0.73,3,500000,4,14714,3,9,2,0.51,46728,0.3,376149,0,3,2.5,65,1,0,3,2,0,3,0
713,2.25,1721,90,64902,4,222143,0,617696,120,98849,10.12,0.38,0,0,5,15861,5,20,3,0.09,380771,0.64,236959,0,0,8.0,30,2,2,5,0,1,1,0
754,0.4,6996,90,-44600,1,394832,50000,2330246,60,85006,54.88,0.33,1,100000,2,86038,0,0,0,0.94,95695,0.39,130382,0,0,5.5,51,1,1,2,0,0,1,0
885,1.54,5316,180,120715,4,235963,0,1236135,48,95712,26.28,0.48,2,5000000,3,93960,3,2,2,0.98,133646,0.95,208186,0,2,18.8,37,0,0,2,0,0,3,0
532,0.58,2825,60,177257,0,279789,0,298670,48,66014,23.29,0.87,1,0,4,3316,4,19,4,0.65,423753,0.67,378949,1,0,9.8,59,1,1,5,1,1,2,0
523,0.28,3845,120,46032,1,314382,20000,1119573,60,89816,14.65,0.25,2,500000,4,78595,0,3,3,0.75,314596,0.86,180421,1,0,11.8,60,0,1,2,3,1,1,0
711,1.23,7927,120,77319,2,79694,20000,1931464,48,90403,38.51,0.1,5,500000,0,36257,3,17,2,0.32,126095,0.11,31736,1,2,21.2,36,2,0,1,4,0,3,0
871,0.49,4210,0,167245,4,182845,50000,1098482,120,41431,41.45,0.86,0,500000,0,20710,3,7,4,0.87,39715,0.45,85253,0,1,18.4,47,0,1,1,4,0,2,0
634,0.67,3192,30,56960,0,288930,50000,1962996,60,57436,28.59,0.03,2,500000,1,54433,4,21,4,0.9,39669,0.04,76619,1,0,17.4,36,1,2,1,1,1,2,1
521,0.95,5772,60,-10985,3,50693,50000,2752348,120,22845,4.29,0.91,5,1000000,3,80737,0,8,2,0.08,246836,0.9,491713,1,1,3.1,61,0,2,4,2,1,2,0
336,0.78,64,0,21713,3,368591,50000,2075496,120,82777,55.19,0.31,3,100000,4,17577,1,21,2,0.13,131406,0.15,368088,0,2,0.5,65,2,0,5,3,0,2,0
577,0.26,1299,0,153877,4,429794,50000,1604041,120,36055,58.84,0.51,4,5000000,3,70530,1,18,3,0.26,144258,0.81,344195,1,0,2.8,24,2,1,5,0,0,1,0
495,0.27,4920,90,96046,3,449624,0,1519986,24,9878,26.43,0.13,2,1000000,2,7506,5,1,0,0.7,193170,0.92,366966,1,3,16.3,62,1,2,0,1,1,1,0
783,0.58,6382,30,95109,2,79702,0,214857,60,11209,37.21,0.9,1,100000,5,57121,0,8,4,0.18,46632,0.44,74821,0,1,9.0,47,1,0,2,1,0,3,1
541,0.15,6445,30,165364,1,356989,10000,1332642,24,59812,27.57,0.75,0,0,2,67033,3,2,0,0.22,153892,0.39,131838,0,2,2.6,29,0,2,2,3,1,1,0
623,1.88,1415,60,97239,0,287220,10000,2730116,24,95035,19.99,0.92,0,1000000,5,9442,3,21,0,0.38,257263,0.6,470712,0,3,16.3,45,1,0,4,4,0,1,0
491,0.86,3593,30,38754,5,291521,5000,1092867,60,12004,5.56,0.68,5,1000000,1,58216,0,25,4,0.61,176570,0.74,469737,1,0,4.3,44,0,0,5,3,1,1,0
316,0.84,968,0,171775,4,150350,0,2679813,48,97123,27.91,0.18,4,1000000,4,2410,1,1,2,0.98,329410,0.65,91580,0,0,13.0,48,1,2,0,4,1,2,0
823,1.0,368,30,-6852,3,468024,50000,2308507,84,34390,49.28,0.31,3,1000000,5,26154,5,6,4,0.78,169095,0.0,166258,1,1,16.3,38,2,1,0,3,1,1,0
700,1.99,232,30,153225,1,399512,5000,2334135,36,29400,2.0,0.49,3,0,4,74202,2,16,0,0.56,227927,0.79,382391,1,0,13.4,64,2,0,4,4,0,3,0
321,2.61,2242,120,102606,5,43539,20000,1193527,84,77511,35.34,0.61,0,500000,5,97188,4,24,3,0.05,233229,0.15,38756,1,3,21.9,46,1,2,2,1,0,1,0
773,2.28,5002,0,172067,2,136552,0,2959998,120,79121,52.97,0.93,3,1000000,1,21515,0,16,4,0.52,214716,0.45,121997,1,1,9.6,30,0,2,3,4,0,2,0
419,2.18,3083,180,72790,3,152512,10000,953571,60,7876,13.84,0.38,5,100000,2,52718,5,8,3,0.2,492322,0.28,482926,1,1,6.9,64,2,2,3,3,1,3,0
509,1.45,920,30,36078,3,298389,0,1234348,48,49104,11.81,0.7,4,500000,4,63446,2,0,2,0.3,911,0.93,325126,1,0,4.4,54,0,0,0,2,0,2,0
605,2.08,688,30,6879,0,425313,0,507359,24,80135,46.56,0.96,0,0,5,85968,4,0,2,0.25,356422,0.5,464309,0,2,11.1,58,2,1,0,3,1,1,0
569,1.66,4272,90,69894,2,214775,0,1451094,12,91775,16.05,0.15,3,5000000,3,39695,2,7,3,0.35,95976,0.52,431569,1,3,18.8,31,1,2,2,1,0,3,0
584,0.65,6360,30,15839,2,339236,0,1514389,36,44906,12.33,0.86,2,0,4,15421,2,16,3,0.06,388002,0.08,383929,1,0,20.8,34,1,2,0,4,0,2,0
526,0.63,5130,30,-20244,4,381598,20000,2311652,84,21378,23.3,0.42,2,5000000,5,21008,4,7,4,0.58,424967,0.9,405052,1,2,21.4,58,1,0,4,4,0,2,0
680,0.89,1469,120,93755,5,404367,10000,1607795,48,27568,24.16,0.73,5,100000,5,88601,2,18,2,0.05,422843,0.24,240967,0,1,11.7,21,2,1,3,4,0,2,0
759,2.73,4725,0,130557,0,162770,0,1073189,120,98046,52.57,0.29,3,5000000,2,95788,1,3,3,0.66,178955,0.41,97179,1,1,13.3,37,1,0,3,1,1,1,0
306,1.64,4259,60,179303,4,158673,20000,2838199,36,87224,37.49,0.33,2,1000000,4,38785,5,17,1,0.73,421296,0.99,158932,0,0,12.8,37,1,1,0,3,1,1,0
328,2.2,3622,0,92097,0,167879,5000,1914501,120,88332,24.95,0.03,4,500000,4,55952,0,12,4,0.49,498541,0.11,354486,0,3,10.3,30,1,0,4,4,1,3,0
332,1.04,2100,90,167498,2,186374,0,1223650,12,31796,32.53,0.97,1,500000,0,63552,5,21,4,0.78,205135,0.72,387426,0,0,3.3,50,0,1,5,2,0,2,0
378,1.22,2265,0,99787,0,226936,20000,2722664,12,87353,57.28,0.81,4,1000000,5,7005,1,6,1,0.97,490098,0.26,95982,1,0,1.4,62,1,2,0,2,1,2,0
758,0.38,3789,30,151169,0,149111,50000,1087634,12,65350,7.68,0.09,5,500000,4,53737,1,25,2,0.34,57339,0.42,334793,1,1,9.6,53,0,0,0,0,0,3,1
869,0.51,7142,90,179455,0,319571,5000,343996,84,56061,13.26,1.0,4,0,5,31811,4,2,3,0.62,210755,0.42,479796,0,3,4.1,22,0,1,5,2,0,2,0
837,2.48,823,0,183139,1,343983,10000,1895940,120,76597,57.79,0.61,3,1000000,1,97887,4,13,3,0.32,209314,0.93,212187,0,0,19.5,40,2,2,4,0,1,1,0
781,1.75,3431,90,42943,1,199121,0,2407498,60,25401,57.48,0.85,4,1000000,1,92731,4,8,2,0.44,390444,0.01,222802,0,2,16.8,52,1,2,4,4,1,1,0
729,1.01,6528,60,168188,5,422269,0,924977,36,4810,11.45,0.07,3,500000,3,74722,2,2,1,0.02,175912,0.37,153259,0,2,13.6,23,2,1,1,1,1,3,0
584,2.41,4151,0,156777,5,238252,20000,1031706,60,90362,9.56,0.39,0,5000000,4,49920,2,6,1,0.07,233708,0.85,326626,1,3,1.0,56,1,0,3,1,1,2,0
815,0.74,4213,180,98188,2,388945,10000,1349113,120,5902,25.84,0.67,3,100000,3,25120,0,14,1,0.8,440124,0.91,260123,0,1,13.7,25,0,2,0,1,0,1,0
398,2.93,7043,30,-13256,0,382989,50000,342009,12,63734,3.93,0.11,5,5000000,2,70610,2,3,4,0.14,182239,0.31,74541,1,1,13.7,40,2,1,2,4,1,1,0
696,1.03,7420,90,74697,2,358442,5000,1241937,48,86148,39.64,0.49,3,0,5,9123,0,4,3,0.7,429643,0.24,11440,0,3,9.7,23,0,0,0,4,0,2,0
788,1.01,797,180,168651,1,99147,10000,1585621,12,50723,5.57,0.44,0,1000000,2,24666,1,8,0,0.71,209401,0.46,367994,0,0,14.5,23,1,2,0,3,0,3,0
338,0.94,779,180,66072,0,65413,0,906702,60,61599,4.42,0.22,1,1000000,0,86253,0,2,4,1.0,472020,0.75,364994,1,0,18.9,56,2,1,2,2,0,1,0
570,0.37,7159,120,83196,4,75958,20000,478737,12,77199,29.63,0.3,5,0,0,47565,0,15,4,0.7,229774,0.15,98790,0,2,16.7,26,1,2,5,4,0,1,0
456,0.33,2850,90,186028,1,41275,50000,2022585,120,14967,57.51,0.97,0,100000,4,19352,4,15,3,0.13,109154,0.78,468634,0,2,10.4,59,2,0,3,2,0,2,0
374,1.94,2892,180,119123,1,36597,20000,2715767,12,41536,26.18,0.29,3,1000000,4,31626,2,18,2,0.63,77122,0.51,126200,1,3,5.8,56,1,0,1,1,1,3,0
429,2.63,7347,120,-42824,1,349665,5000,163209,60,6135,22.03,0.21,5,5000000,3,93189,3,24,3,0.52,474042,0.14,223184,1,1,10.5,44,0,2,4,2,0,1,0
383,2.37,5534,180,41310,0,104243,10000,1295167,60,63365,59.88,0.54,2,0,3,96825,3,8,2,0.92,282625,0.67,192718,1,3,20.8,58,0,0,1,3,1,2,0
321,0.42,1893,30,145890,5,264482,20000,1562013,120,80608,32.39,0.67,3,1000000,4,2659,4,19,3,0.69,15993,0.63,287987,0,0,18.0,57,2,0,0,1,1,1,0
758,1.64,3306,60,99748,3,78908,20000,1083196,48,86953,23.14,0.73,0,5000000,4,633,5,0,4,0.52,417669,0.62,155625,1,0,0.6,28,1,1,0,2,0,1,0
838,0.32,2902,120,-4823,4,484835,0,1083504,60,72979,23.77,0.75,3,0,0,15716,5,16,1,0.62,322744,0.75,402086,1,3,17.2,58,1,2,2,3,1,1,0
681,0.14,4803,60,171368,4,327332,20000,2165561,120,22925,12.5,0.04,0,0,0,91336,5,11,4,0.44,294927,0.18,428245,1,0,3.8,36,0,2,5,2,1,1,0
739,1.97,7987,90,60623,2,306854,50000,2822029,48,96538,31.22,0.39,4,0,0,17632,1,8,4,0.51,37142,0.7,468051,0,0,12.6,63,2,1,2,3,0,3,0
320,1.61,5199,30,-49003,0,390637,10000,1405253,24,31993,26.89,0.77,1,100000,4,17366,1,21,0,0.72,54622,0.89,333850,1,2,17.7,21,1,0,0,2,1,3,0
602,0.25,3718,120,140402,5,232424,5000,1522267,120,66796,16.98,0.9,1,0,3,35278,1,4,4,0.08,104817,0.53,224290,0,0,12.3,34,1,2,1,1,0,2,0
383,0.1,21,90,124841,1,478702,20000,1638191,24,75663,10.47,0.6,5,500000,1,85770,0,14,4,0.62,443944,0.49,423413,1,2,8.9,65,0,2,1,1,1,1,0
752,2.97,1500,180,184040,3,190122,50000,629632,60,50483,19.36,0.05,0,500000,1,20377,2,25,4,0.09,425885,0.8,289582,0,1,7.1,30,1,1,3,0,1,3,0
686,0.09,842,0,198117,0,321393,5000,1300125,12,25843,31.01,0.4,1,0,3,99293,1,12,0,0.86,144322,0.15,105267,0,3,6.7,30,0,0,5,3,1,3,1
806,1.33,7607,90,70179,0,44247,50000,2763348,36,99376,4.44,0.07,2,1000000,3,67152,3,18,2,0.94,60278,0.34,315460,1,0,18.4,42,2,1,0,2,1,2,0
556,1.51,1760,60,197439,5,473378,20000,259074,12,38879,10.07,0.75,5,500000,3,96686,0,2,0,0.78,123257,0.85,100545,0,2,18.2,60,1,2,5,2,0,2,0
869,0.35,3641,30,159725,3,298552,20000,2197908,60,69457,56.91,0.06,2,5000000,0,56173,1,1,1,0.72,398390,0.5,387368,1,2,18.1,61,1,0,4,2,1,2,0
826,0.51,5212,30,70403,1,86313,10000,527038,48,4888,33.03,0.19,1,5000000,2,8616,1,12,2,0.94,293071,0.84,276017,0,3,6.2,51,0,0,4,4,1,3,1
461,1.06,191,90,92303,0,211755,0,226031,120,66713,4.74,0.42,0,1000000,4,9622,5,6,0,0.22,440451,0.25,229932,0,2,17.6,24,0,1,1,3,0,1,0
462,2.29,5114,180,45287,4,259407,50000,2958128,12,52151,41.89,0.46,5,5000000,0,83555,5,8,1,0.23,382317,0.39,437523,0,0,0.8,63,1,0,2,2,0,2,0
823,1.52,5222,0,69574,4,277587,0,1699211,24,8426,4.65,0.41,2,1000000,1,45160,2,21,1,0.48,9571,0.82,280183,0,2,4.5,43,0,2,2,0,1,3,0
570,1.91,395,60,154048,3,402414,0,68733,84,71031,44.59,0.46,1,5000000,4,39163,2,9,3,0.01,186139,0.16,17350,0,2,11.3,61,0,2,1,1,1,2,0
791,2.96,7174,90,71509,1,141151,5000,497427,60,99573,45.25,0.71,3,0,3,96900,0,0,3,0.97,260273,0.89,237859,0,1,8.9,32,2,2,3,4,0,1,0
507,2.3,6783,90,35447,3,368962,5000,1670957,12,11047,39.41,0.37,2,5000000,5,82097,3,21,4,0.03,470257,0.31,120519,1,0,2.5,65,0,0,0,4,0,2,0
838,1.3,5114,30,59522,0,441561,50000,2331740,84,19039,44.2,0.55,4,0,1,79112,4,15,2,0.6,123633,0.97,356954,1,3,0.9,28,1,0,4,1,0,3,0
883,1.34,4662,60,137037,4,153973,0,87487,12,62096,6.19,0.3,5,5000000,3,70787,5,10,0,0.35,34075,0.83,389445,1,2,13.4,65,0,2,1,4,0,3,0
