cibil_score,income,loan_amount,emi,account_age,overdrafts,bounced_payments,late_emi_ratio,income_volatility,avg_balance,transaction_frequency,monthly_spending,good_credit_behavior
605,146688,847781,9951,65,3,0,0.5460988080032908,0.1028328160641574,32261,179,71407,0
567,106661,242003,8449,53,1,2,0.21400711317387422,0.05297290604610083,58154,197,63821,0
353,92954,880686,21065,67,0,0,0.47552652162619335,0.8556026270540281,7107,46,45690,0
535,42746,874657,37967,118,2,0,0.31817520950870315,0.9272648702069862,92296,42,16654,0
688,87990,547599,41536,90,1,2,0.26670343063721424,0.09058535754610175,36561,145,122259,0
700,78810,324597,11130,18,0,2,0.9669850180280375,0.1134274267458415,77674,110,98264,1
602,138362,724174,25824,9,0,2,0.16007410548673062,0.033174157755773814,36268,176,37446,1
506,166295,723623,43401,38,0,0,0.7873258374573953,0.1045075626427241,32608,156,105515,0
528,153669,651982,38993,87,1,1,0.9841649594832149,0.20941981680028088,14138,100,58484,0
877,22659,590023,33875,21,2,1,0.01990148374007783,0.970076618910001,38693,162,54078,1
374,106516,983334,8054,65,2,2,0.699027414042095,0.6678602222396804,84000,74,124824,0
734,94567,884325,36273,21,0,1,0.2529118055562871,0.7785530255185421,22248,42,14225,1
402,35037,750033,43821,27,1,1,0.040487824328304445,0.7761394036915221,19632,101,134098,0
721,146498,963438,12832,106,0,2,0.4028895789566308,0.5350737497792146,48547,112,84745,1
605,197810,794822,31670,70,4,0,0.935217810170875,0.7974889777130172,13100,123,21721,0
397,32109,619354,24852,119,2,2,0.011765094366997686,0.5958075323899696,48930,155,143659,0
634,42010,805675,25620,44,3,1,0.5878856919297817,0.3145460976033576,67861,78,118878,0
734,28787,184445,30307,100,0,0,0.5013964785953243,0.5611101087684007,77905,61,49437,1
746,159544,453551,49551,28,4,1,0.8733841643710475,0.5335085861345135,54025,114,89837,0
607,174455,991245,3551,45,2,0,0.08400171452062566,0.8234530537593207,76876,83,108215,0
548,81709,847124,49922,17,1,1,0.6815260298866503,0.981727217381659,79944,155,135437,0
465,54518,619829,29812,40,2,2,0.6801096984332773,0.41104256542093054,51840,40,51168,0
780,73909,215129,15799,116,1,1,0.6690800168622832,0.7633906784413597,20369,61,112114,0
634,38351,641271,28312,3,1,1,0.942334494935037,0.09976300403813354,19460,133,81616,0
841,35282,724943,41620,76,0,0,0.8230875290068804,0.7768313694482886,92641,7,148480,1
405,172850,203837,3449,103,0,1,0.04197272624350601,0.3714169119932321,97920,18,145225,1
862,175336,764647,26426,76,2,2,0.47108285070451317,0.039390162889686664,2461,38,134887,0
380,25075,991410,37427,66,4,2,0.3979530562013335,0.3632461785621772,43362,74,29760,0
432,199526,957179,42277,46,2,2,0.31014722109080206,0.6106427509216448,99376,73,27752,0
437,48365,921535,33551,86,3,0,0.4513367251540973,0.11925016768146657,29610,183,144872,0
483,199272,785035,26277,87,1,0,0.38419418492597746,0.9240344924302546,21995,108,76573,0
700,31002,227597,37489,30,1,1,0.43233389987866533,0.07767241327283858,85716,33,36866,0
629,33947,743590,47212,69,0,1,0.9792618656086425,0.9300067198331662,8717,52,10992,0
807,114840,462736,11637,9,4,1,0.08863297474958076,0.7071375179356865,79867,98,33696,1
368,136219,528454,45258,85,0,0,0.9222308698387298,0.3297121754142036,80472,83,108697,0
845,98610,495150,37693,11,3,0,0.4802367134710267,0.3907503477090932,65022,121,83541,0
352,72142,337710,11824,69,2,1,0.6237422454995412,0.7408093647327442,54668,148,62838,0
749,76307,909625,28950,99,2,0,0.8301829666176939,0.6014711008812074,52645,189,39400,0
504,155565,546440,25488,91,4,0,0.36046302914925554,0.6716429214549452,30550,142,92277,0
425,70085,473350,41008,113,0,2,0.4304219080879669,0.38916461651348,87151,151,128692,0
342,54228,453561,2215,66,0,2,0.40951848027871396,0.487813481807599,4576,71,27565,0
410,182727,826372,42067,88,3,1,0.37473102253575985,0.9898674840378934,41868,168,49585,0
482,63472,695303,13523,31,2,1,0.9255293216468949,0.2139228704997177,99039,136,131559,0
394,69437,222257,12364,33,0,2,0.8289298911930121,0.4178561865221314,47380,79,22094,0
673,79711,820824,5153,39,4,0,0.1089999898629761,0.2918231875739673,6728,165,56647,1
819,157888,274021,25834,94,2,1,0.10812335247709604,0.7651115104398498,33800,32,141226,1
659,97175,705244,36474,46,3,1,0.4278695148529912,0.7640126256657207,11886,125,105798,0
580,84307,645032,45066,37,4,1,0.09865737673280905,0.2924454609973959,80614,13,118050,0
494,66733,345599,36335,115,1,0,0.6190930952711197,0.0813903166329829,70909,138,149750,0
494,148202,558433,12400,92,3,2,0.1436916072617339,0.011432676672204045,48236,127,147366,0
392,115028,995522,12345,60,4,1,0.5223732639668011,0.4274505332424855,46805,53,19574,0
360,162312,366363,35896,31,0,2,0.007219947003717753,0.4103375943357709,33532,95,45183,1
350,112493,882423,21894,11,1,2,0.3165963484126467,0.9883898786398629,29688,129,76606,0
702,145149,647904,30899,87,3,0,0.6771907236726554,0.4698020756976796,12063,80,67194,0
304,183834,661726,42635,2,0,0,0.48403894022784844,0.25641836957542063,24089,154,36082,0
765,28259,166841,30229,104,1,0,0.9782694859989881,0.8912294410314674,56942,108,118371,0
833,148775,714846,7583,105,2,0,0.8741037960662108,0.4910679496535785,52829,180,137899,0
704,34849,219934,6897,27,0,0,0.3590707790431512,0.5991756352105778,51553,153,17807,1
812,101768,827022,8001,99,4,0,0.0454865414722746,0.09566871042821268,34585,37,42143,1
532,126108,633158,45881,2,3,1,0.8456263001150188,0.38291640732977406,72739,188,131952,0
823,109709,136694,6567,103,1,2,0.9112343103146714,0.9442236744737867,60004,161,68414,0
645,74869,287068,11271,101,0,0,0.8206273934190368,0.5895053841754254,3438,57,34715,0
345,146888,880288,49116,21,2,1,0.12794994091976486,0.3445018551424617,94095,44,82934,0
845,83095,151407,13703,58,3,2,0.9979151344122877,0.6256671806315931,24212,22,22202,0
377,137886,543960,15329,5,3,0,0.25858422155277383,0.9104110895781161,51362,179,37987,0
372,90910,605667,37509,52,0,0,0.7242049128083701,0.27399060047259005,73177,17,86848,0
548,43567,901161,8256,45,2,1,0.9080348763357216,0.5051167184706744,17983,159,61069,0
346,55292,471594,2228,85,1,2,0.23568711433070944,0.9586906539117553,15026,194,50409,0
420,94813,286500,26746,93,0,0,0.9082585546770661,0.17239614329845265,51998,78,104022,0
513,117136,628641,18678,20,1,2,0.30948157919486696,0.7196639255967116,56744,100,121689,0
538,71631,755356,39052,61,3,1,0.9764132223840561,0.6144810082029823,58013,109,116948,0
355,29885,850463,48032,38,1,0,0.2812600203804746,0.6796751311406348,52039,177,11611,0
649,86314,261144,48158,20,2,2,0.9534358247578352,0.35121963066756967,50831,135,136047,0
406,85087,640270,25185,114,4,1,0.053544650892674905,0.31387937348376493,86172,154,41657,0
347,180237,86683,35686,25,2,1,0.709272011669813,0.6842096705883705,35603,159,28462,0
872,115998,164091,13445,2,1,0,0.5321111338370037,0.21554328510454535,78758,187,99299,0
636,69812,167797,35266,32,0,2,0.47787707712273064,0.4196547448590051,68713,71,48547,0
325,78643,460834,4809,26,3,0,0.22349431425584,0.188174646052918,99452,37,117754,0
556,64900,580875,39729,70,4,0,0.705595789776492,0.008304841123329743,14105,6,92273,0
307,194018,374934,43785,41,0,2,0.1908094914463071,0.9700573600380694,68182,79,89397,1
552,158923,343624,38547,67,0,2,0.5528417959847682,0.43170297865641905,53147,178,62788,0
602,36288,803890,44818,97,2,2,0.2532453630402508,0.9693496144198253,76400,78,97964,0
355,92692,725887,36886,1,1,1,0.9556213797813561,0.1403235197678261,47434,165,76247,0
825,158440,335713,8391,51,2,1,0.028631193835652824,0.587366779457486,27515,190,23706,1
773,105436,847583,2145,5,1,2,0.19972828011123656,0.2009740327912396,90298,139,20924,1
327,66403,514310,15929,13,2,1,0.24231060638744772,0.7900741269632747,59001,147,25921,0
377,111170,240246,26326,19,0,0,0.4140678257678164,0.7837029887609752,59397,30,128960,0
515,29168,619027,31991,12,3,2,0.23273024187005353,0.1126071490393118,62415,143,27813,0
685,69879,607242,49685,48,1,0,0.49134909026878526,0.9120644528763892,17960,132,114748,0
664,79871,818223,39333,25,4,2,0.872465523258539,0.19462964720322462,94143,170,118988,0
825,52174,159373,18576,57,4,0,0.7120634214091708,0.6129773415893603,82838,31,136078,0
611,157653,608988,41405,115,0,2,0.579961980535111,0.985633620087704,46778,139,143140,0
306,130155,173728,30464,35,2,0,0.08900317798267965,0.8823965347663638,31941,133,49927,0
302,91853,903220,10243,76,2,2,0.6939921083892756,0.956563928561169,97857,25,115148,0
662,84046,645333,33601,94,0,2,0.16641428431093985,0.34259877121811944,96849,83,40539,1
807,69678,481058,4410,5,4,1,0.786367385961698,0.10557564221946336,41955,162,21683,0
573,46649,719260,3820,98,4,0,0.2500567585101532,0.1883468732894501,79565,98,133031,0
805,147795,964424,37289,22,2,1,0.4170487283209009,0.5004948950766138,57908,12,95151,0
314,108668,916491,40650,103,1,0,0.3504702023179279,0.7932296782733221,65067,87,62703,0
491,165639,576169,36635,77,3,1,0.8588139146748568,0.15015364418387522,56696,7,68810,0
784,109906,969134,9465,57,1,2,0.12654445871340814,0.6597315322607571,19429,59,96111,1
327,116019,857221,34439,47,4,1,0.5656448823847886,0.32357760403951186,95048,147,95977,0
338,98002,438227,29314,54,1,1,0.14206160944306223,0.3412020723921535,77676,40,13665,0
572,48803,138059,46229,3,3,2,0.7047958361321867,0.6619177301579263,15847,10,54390,0
530,169302,788854,21583,53,1,1,0.9050781277944812,0.4669994195332202,48191,125,84884,0
385,168934,882583,29155,84,1,2,0.4346076538672534,0.8120332930259939,35256,46,73887,0
773,194427,492136,40871,31,1,0,0.4880922602649759,0.15591850966282705,29774,54,65541,0
425,182331,683676,14197,69,1,1,0.9274228364827622,0.7899482697670385,10127,116,104319,0
836,50795,248303,31511,88,0,2,0.5209913886493571,0.06423524805742087,29205,150,17882,1
444,28770,561162,17424,104,4,2,0.48759843804956093,0.194053880245605,82163,54,80825,0
824,31093,523573,2240,118,3,1,0.5783291027043042,0.6561497145031654,59764,34,23910,0
511,197643,315406,6631,33,4,0,0.6892297363629519,0.8549256565110712,39664,43,50566,0
324,151265,379125,11599,72,0,1,0.10688337508703138,0.25267962773934904,57795,120,107519,1
879,120311,957383,46462,88,0,2,0.821110527741516,0.32719160582891293,33333,144,93081,1
693,37569,959531,26658,50,0,0,0.43550502745325925,0.53712074828674,37079,63,119337,1
366,31190,131972,39845,84,0,1,0.07234850989748554,0.21157280648930232,85225,80,25362,1
532,82824,387629,34574,16,1,2,0.7861826691982131,0.8111562615875056,25259,176,23783,0
408,193824,104722,38536,114,4,1,0.3769499716862721,0.7736366450057608,27571,136,144626,0
445,183399,925931,43910,116,2,0,0.10036749509505394,0.1452917119657816,52119,168,28773,0
410,62070,231890,9995,76,3,0,0.6337790395432505,0.4638297318166321,9009,52,55640,0
527,60197,997436,27186,77,0,0,0.8801313534336417,0.7748277666546214,62829,146,56969,0
410,22261,319045,31245,109,4,0,0.8877535094139863,0.3373295311034148,39230,85,52986,0
769,177584,167473,24813,106,0,0,0.9576634748089732,0.6331068227177317,57049,53,112017,1
333,157788,542239,15276,39,0,1,0.867705459766688,0.05021312145757273,37498,71,126180,0
668,106795,320741,21989,89,0,0,0.002140919345475223,0.608688760529318,29820,81,17585,1
894,48933,441775,14746,46,0,0,0.38024116641339023,0.152652980000607,41315,141,14122,1
853,155450,573260,46243,96,0,2,0.818542579905503,0.8305833251144513,96018,25,26838,1
724,60583,900341,20557,88,3,0,0.3662530059984742,0.35544946358047846,33795,109,33107,0
817,132082,908823,30060,112,4,2,0.6015485063797061,0.2815538627281957,86411,76,112678,0
581,105371,789574,8568,47,0,2,0.606316947374532,0.840888976711485,40191,20,76025,0
619,180105,975767,37369,44,0,2,0.36502530403882305,0.050144023071810206,55453,148,76520,0
742,175072,375437,21041,9,0,1,0.9044739272812876,0.3966087993343448,13453,32,27344,1
614,131032,818184,8080,104,0,1,0.5032283453861176,0.3700035405750314,51325,183,67202,0
676,62604,206877,15854,114,1,2,0.4647842059375008,0.28480037424955085,50490,188,110086,0
588,115074,534895,4159,87,1,1,0.9975137456618959,0.911754332001477,75796,84,24959,0
736,93869,586162,29025,50,2,0,0.49350036407261666,0.7509283935167222,50993,61,142941,0
576,25410,798425,43081,77,0,1,0.17839825192858105,0.06392316419193877,46706,114,54264,1
881,103375,922834,6368,60,2,0,0.513069422863438,0.7146874494349541,43817,56,40268,0
802,116055,850511,36085,96,3,0,0.81401673551993,0.527299133128794,65544,178,94564,0
815,157868,493066,29094,114,2,1,0.7768603268982814,0.9008678944015792,92434,170,146774,0
649,106716,384923,48040,15,4,1,0.788581765108471,0.31294561734835846,56710,88,88563,0
745,74245,669696,3230,36,1,2,0.7080237839979118,0.5741619996095829,51799,52,120164,0
649,63056,976522,19517,113,1,1,0.2542178290666882,0.500755274740986,61964,131,34459,0
436,168781,694894,25991,63,0,1,0.8620840858402314,0.48956090622760573,54678,173,66782,0
542,78557,170062,3301,69,0,1,0.8934434653762651,0.45610539951721263,72150,102,147104,0
842,37543,62100,30610,86,3,0,0.19415269661854906,0.20562947553228128,98379,122,11825,1
339,188490,369165,17927,80,3,0,0.13045563655139392,0.7557099224923928,61438,191,136187,0
528,116038,725160,36678,41,4,0,0.975604968589112,0.4513360327392887,78223,97,70109,0
847,167796,440270,26466,74,0,2,0.8683239636503679,0.9585162750026057,62926,71,22470,1
522,23828,244472,16904,24,0,2,0.8932361472099467,0.2608084271927763,4801,78,13770,0
305,136656,928878,42875,82,3,2,0.8863763846243952,0.6827438396270411,42048,88,141101,0
621,37087,865869,28081,49,3,0,0.5416868240337284,0.9407170796391084,41144,198,18958,0
767,163677,284196,26354,18,3,1,0.6464017366657997,0.6634583230160925,95478,159,123806,0
374,51337,257609,29761,7,1,2,0.5453628521336417,0.8712729076173946,11148,164,18806,0
303,156554,725302,20300,4,2,2,0.05120634919032907,0.8274809597570061,83819,188,42162,0
417,85333,333006,31491,90,2,0,0.7455030853527727,0.36011771548900384,20861,14,84732,0
803,156535,323813,37525,69,0,2,0.5053320333358803,0.6001239399394965,62717,172,37702,1
873,90448,957651,28532,60,1,1,0.6477090747902298,0.1562613398113556,23480,149,17739,0
740,24648,759132,8464,55,3,0,0.5026398049755353,0.5355258826955995,19637,190,34599,0
493,150576,852348,18562,16,0,0,0.49181132232245595,0.2304219718143372,45621,122,46827,0
691,53623,323022,43856,99,1,1,0.17178910947776682,0.7437368149524456,61304,101,86821,1
325,55634,839417,49892,90,4,1,0.27871371514114895,0.5280584218921246,48431,10,106683,0
734,195674,541121,49028,82,1,1,0.1588526919439558,0.4112273626316605,89921,171,78446,1
472,134598,254720,44511,29,0,2,0.19566629562534243,0.26879709616697756,57172,22,93890,1
599,69334,615523,10683,23,2,1,0.9729773804203049,0.9986984818412868,26437,76,33039,0
625,88648,331075,34634,117,3,0,0.15311344577219843,0.07171052088493268,9149,93,136021,0
709,42054,142876,2060,14,4,1,0.26927042430520765,0.04356068057242002,15671,46,107367,0
417,90028,574624,11269,79,1,0,0.590589657738585,0.21725740049386455,24119,8,53884,0
524,42207,879365,25065,49,0,0,0.6101785762366418,0.9710724586278197,47117,24,55819,0
831,101554,357680,4895,33,0,2,0.15397412974382907,0.9792381683199844,17279,32,93162,1
412,172458,643792,17323,25,3,1,0.7937174257852123,0.654927734772136,69835,172,89606,0
439,103276,673502,14352,21,0,2,0.785202867912825,0.8801066672064047,5803,197,117789,0
858,72781,232220,46643,17,0,1,0.2373177042038911,0.2139617308407954,83897,108,62018,1
300,195271,163936,40591,23,3,1,0.28866630267546045,0.9720420941766236,61805,48,36250,0
389,81035,66279,32890,57,4,1,0.937987865459497,0.14278485013956466,19201,27,87391,0
619,28210,249737,34016,107,2,1,0.8256714459794781,0.10112518818165828,29634,189,48921,0
849,64363,153751,13962,81,2,1,0.6977970330625238,0.1122115392472729,15760,51,81123,0
438,98279,416577,35302,58,1,0,0.08223322151060053,0.5731279232725647,11826,17,84363,0
810,173504,121386,21846,14,4,0,0.4182640809025757,0.7809744007180524,87821,148,107400,0
558,154393,136124,6011,93,1,1,0.559301872076827,0.3666671778746331,46775,187,106847,0
309,101348,417894,21782,20,2,0,0.18741128798377693,0.9778959877861265,75676,99,16861,0
560,188455,913917,4155,30,3,2,0.4482265821082245,0.43442013811832947,7798,197,86340,0
471,133816,386199,41725,19,0,2,0.60102587748869,0.15044855077321628,67103,20,123049,0
312,143053,141911,11196,53,2,2,0.3273766801153992,0.4659667481861367,78160,123,10357,0
467,186892,935050,45459,103,4,1,0.7809448189504872,0.6790371654224399,78751,169,124604,0
895,86262,520489,23709,56,2,1,0.8404495816388055,0.8322257805043787,74502,184,57201,0
620,154832,772030,15327,77,4,0,0.32360946943407076,0.4587682899565929,52410,121,92160,0
618,173262,497244,37474,82,4,0,0.8386571544924571,0.5936068260491675,41888,14,20796,0
628,87411,271094,34769,23,4,0,0.10357656610301502,0.26734471215885336,50047,126,33238,0
849,43377,426036,43993,62,1,2,0.8377290986226563,0.645916526405514,96289,42,104176,0
718,197809,287723,26700,110,3,2,0.1527504316676166,0.9859719439503437,46955,48,50883,1
394,58211,383272,16820,33,2,2,0.08292715250972604,0.04905357258779386,2982,99,95478,0
880,23744,461324,12891,103,3,2,0.6417754044410112,0.8865306707051678,34864,78,79396,0
617,44995,888927,36629,104,0,0,0.4719373657552943,0.5622825027675228,80118,186,14447,0
535,168049,132806,7269,18,2,1,0.9078906004128328,0.25209865956229993,86490,117,30523,0
633,54542,929617,45880,73,3,1,0.3631891960908492,0.9548897100092579,40265,55,145921,0
675,30651,781893,10320,33,3,2,0.2871522634376287,0.4833543030588989,47313,56,115471,0
758,119239,280097,12740,32,0,1,0.5007349061441984,0.3316902516733856,45350,96,97862,1
436,98931,247478,37897,61,4,1,0.4559461857686613,0.18149762827084115,16378,63,70977,0
887,122112,537436,32930,54,2,1,0.34442804621718826,0.24445221025666208,70815,17,98325,0
846,36715,744879,19285,17,2,2,0.6937412986983286,0.8328490415914426,28924,173,138422,0
812,195481,361793,16380,19,0,0,0.7595618339139083,0.6144100093171658,83593,16,44787,1
595,175378,739884,13360,91,4,0,0.8529839690301366,0.9132456194883161,8312,54,25689,0
619,170158,539709,7398,70,2,1,0.9728566047103429,0.23196845215778583,31353,61,127537,0
871,165448,739245,7529,99,2,0,0.26665619213250447,0.12113857384890148,87450,182,60344,0
648,81350,487585,31062,101,2,0,0.7160934824899615,0.006087530975590005,17192,123,77891,0
528,91425,282204,38686,34,4,2,0.39425823549574524,0.5078620376159938,18450,61,107464,0
569,187708,407546,19451,84,0,2,0.6770819719511081,0.9983069303819881,6432,186,75869,0
590,106120,867108,8937,25,2,1,0.47598169034922033,0.694965268818639,58225,198,90312,0
464,134889,900525,41886,68,3,1,0.9937731027679316,0.30839459196514607,97548,12,37014,0
304,185682,490980,12860,74,4,1,0.7289021357907499,0.8768585830261717,99991,110,44563,0
678,161130,231871,27142,74,1,2,0.9524913004343245,0.7817222659879597,79711,195,108557,0
377,94637,391558,27279,88,0,0,0.8349695494811857,0.015415166076539255,66604,141,144729,0
709,90194,548512,40106,85,3,2,0.9029010111633711,0.8168604805410224,11295,192,99422,0
873,96917,405239,47240,11,2,2,0.8144191972146749,0.300526757238496,7774,124,117919,0
431,84200,817442,37908,91,1,0,0.4591591303759114,0.1496734645836011,13190,67,142099,0
341,125848,646595,42764,16,0,0,0.2517884533468844,0.22633083973707457,32286,76,126854,0
388,126022,525278,16201,90,4,1,0.3703201754505222,0.468579804375139,77325,135,89317,0
701,197691,931864,42544,61,1,0,0.020236232639950447,0.424867927068011,95450,17,25120,1
595,168226,344067,39711,94,1,0,0.5239931674646672,0.28888729937422675,98480,141,99825,0
594,170611,429593,47654,113,3,0,0.5050578002704087,0.1722183222070327,73427,56,15983,0
825,80058,544955,10997,80,0,0,0.5252504648304882,0.7622307896421693,88513,66,76629,1
721,82068,285998,42566,7,3,1,0.9740312249720638,0.9901097837349171,65014,123,80325,0
322,119932,521604,22175,16,3,1,0.9114540034548393,0.7777915804196904,96887,113,143984,0
874,181445,884006,42860,99,2,0,0.161712778330108,0.2959369676715412,76852,12,57879,1
442,184226,486607,5225,16,4,0,0.3688825215558892,0.24480896141213337,56256,99,24332,0
444,157103,696045,46578,40,1,1,0.4239561794632619,0.21766587606593824,99743,129,87795,0
524,42785,627952,49682,12,0,1,0.36053291785164776,0.13669507448903628,59630,177,117716,0
802,179741,903816,37228,35,4,0,0.7984959636039131,0.5513305496923012,92190,57,96649,0
403,114475,867459,43505,113,4,2,0.5240376698675869,0.6054003719533442,63771,67,31643,0
338,22282,740824,48688,21,0,1,0.572099816971625,0.7055026606631373,52715,99,73128,0
497,185696,346629,25110,50,4,1,0.8530135589879255,0.680213370933668,8466,85,52523,0
878,199510,309438,12754,43,2,1,0.8059281534153586,0.29233331128338247,18637,61,80220,0
690,87534,200528,28655,100,4,0,0.1322115228202997,0.33031100539684655,69745,186,62784,1
478,182777,518011,45601,112,2,0,0.7139145840836343,0.6815145354423379,37317,151,97893,0
853,189316,347698,5114,17,1,1,0.43543612890203554,0.34944764078362833,50766,71,69701,0
747,94964,359066,28502,32,1,0,0.29464890306250047,0.21262318961931304,4078,50,126101,0
799,188509,325553,22028,41,3,0,0.050018820902186345,0.37433615369673956,28299,98,119002,1
314,139006,774687,19587,6,2,1,0.48724956034545097,0.27208415757797766,4543,142,27401,0
588,70583,796760,44719,88,1,0,0.3554366807245314,0.0883127212185778,95627,117,111958,0
777,58392,348783,37333,27,4,2,0.2515130396764008,0.8301389022766535,52052,97,122046,0
530,27461,281182,5174,20,0,0,0.6946717295969576,0.8531113891570363,95483,150,74372,0
719,120123,506843,37398,25,0,0,0.769485387315587,0.21975030016687946,23064,144,21971,1
456,30516,856124,37929,66,2,1,0.2447895190294248,0.06477219952520175,73287,53,98018,0
849,168586,139037,6321,9,3,1,0.049447436679347256,0.7388274373511795,81442,27,134768,1
740,141251,784200,32435,92,4,2,0.848752700565235,0.2115286258634137,84632,66,26565,0
396,187340,759560,47972,53,2,0,0.009959741204303318,0.39343548943686024,15425,15,16829,0
710,187860,798423,9099,61,0,2,0.937112493921472,0.06413525223738326,52481,77,86023,1
588,82493,238487,25760,38,2,2,0.6276198739827059,0.22626958475843517,78347,122,91823,0
553,56027,68074,13360,3,4,1,0.3218466352013203,0.7929022783296358,84114,188,48941,0
495,113547,720909,12313,84,1,0,0.2464779095767362,0.8043964469152018,73317,92,121539,0
897,193921,342107,48270,70,4,1,0.009005664264475244,0.2070848248877104,87826,93,19176,1
821,120127,534672,22462,103,1,2,0.23547141701087715,0.33591384510668953,51530,59,61516,0
816,168930,801722,7801,97,1,2,0.1377283015171411,0.13423841909374357,82099,157,107368,1
417,99003,806967,16130,55,1,1,0.6121662207231456,0.07417263028492238,26888,13,135670,0
458,59758,626553,16271,1,2,1,0.1665455885938013,0.9921717144484095,28491,16,92045,0
527,74312,66061,18075,101,0,1,0.5286298375366193,0.6555939512448392,33352,143,128903,0
515,88670,501442,38919,70,2,1,0.5901164223444708,0.5420965091983188,22676,117,60603,0
314,102279,209882,43679,45,0,1,0.2980416983469145,0.7654985004052995,66836,170,84736,0
456,35434,503222,20984,98,4,2,0.035064949018718705,0.8400771596877241,38463,160,35789,0
560,198847,687790,24559,47,3,1,0.0372538806141961,0.8067147680447275,49990,12,98623,0
456,95769,334944,14861,79,4,0,0.026347332193917605,0.016539449289876607,87544,179,62282,0
346,86677,428336,35434,109,2,2,0.7391246671365462,0.18680789819049848,64627,40,43464,0
623,103555,552175,18667,26,2,2,0.31800970481429813,0.654905302117831,21221,129,51994,0
429,148379,306505,7840,14,0,0,0.7963001859676636,0.3757593478039629,95870,54,117309,0
710,196806,681516,5565,54,2,0,0.43173282384284917,0.982482651061107,86837,111,133189,0
394,121665,256548,45194,71,1,2,0.45299810082996383,0.665404792638254,73843,13,101123,0
591,191675,512676,22977,46,2,1,0.5128826025095737,0.9565489087292065,52313,192,35594,0
582,88803,500983,23118,31,0,2,0.7130314563751039,0.20144648164579382,30251,71,128406,0
368,190404,864486,24641,88,0,2,0.27350286582970706,0.8639570281150231,47586,57,115021,0
310,111703,518535,9366,59,1,0,0.1215873495335269,0.32135230581522534,75418,86,38386,0
553,41312,546005,28636,95,0,2,0.5560573351914615,0.9895648082378068,54884,114,76652,0
849,195251,750757,17630,29,3,1,0.32697762324273927,0.1576886720731473,53620,149,104835,0
433,137961,63233,22056,106,4,0,0.4424913136680374,0.5163398188383266,11040,57,108123,0
322,60379,816565,9382,96,2,2,0.6469467083373054,0.792844533837122,72677,160,27540,0
645,37297,533236,18149,17,3,2,0.4941257411412706,0.4326424806040359,46878,118,123483,0
601,22011,730428,48041,14,2,1,0.6202788171008429,0.4680840601876467,6969,67,43756,0
662,140234,902159,2992,104,3,2,0.5442000021136278,0.986355795505741,14162,147,146659,0
695,64014,927042,8858,36,2,2,0.7397963719360992,0.4253081503011533,66435,23,99792,0
517,162810,382597,4121,58,1,2,0.70593661771162,0.6040721005990636,75667,128,59039,0
440,114333,678423,29160,112,0,2,0.5341898918086192,0.0545396606751507,6037,90,16088,0
509,198570,469048,47156,24,0,1,0.6789030208597069,0.84221008021026,61526,74,110649,0
759,31120,420608,22906,109,1,2,0.8735596022726128,0.6481680489795435,88914,51,52044,0
655,159839,267314,21572,63,3,2,0.4322712877881686,0.40402010286281353,15693,112,13005,0
623,42852,587970,6136,118,4,2,0.41276307274879365,0.01616953995451975,93162,180,47203,0
432,99239,535514,18727,91,3,0,0.7642456208523801,0.5916688205935039,60090,24,26220,0
426,152001,204455,34167,25,0,1,0.582553837041994,0.012657828484162192,3451,41,118991,0
405,111575,370304,47421,59,4,0,0.07100678022258855,0.0012036139090179088,66560,134,42696,0
677,115040,798692,17479,32,2,0,0.8921120156910813,0.6160985621493547,6962,196,56381,0
350,168510,335810,33376,116,4,1,0.030783102237640136,0.18901706733455426,97951,40,141148,0
328,199587,370961,6823,82,3,0,0.7483963562097431,0.1918875497180953,90552,137,114056,0
761,25744,665486,6920,110,1,0,0.7587941427043129,0.6532715658327437,17444,68,33471,0
595,193489,477858,21585,18,2,0,0.9531110852819304,0.05369718793937428,41443,11,123298,0
596,158141,616118,40239,37,3,1,0.054134408402320755,0.31340556147455634,17506,124,104673,0
706,62359,546283,19272,26,2,2,0.596856860784491,0.14943190214201907,39384,26,34440,0
704,170871,584522,28619,9,4,1,0.42784057062705294,0.5801763697965339,98229,50,21862,0
645,118746,631904,11533,99,0,1,0.330632954859542,0.6617651547273958,25248,172,111415,0
719,140906,321365,41895,64,3,1,0.09031856029907304,0.7211358535990435,47162,193,78273,1
481,27597,192482,5720,72,1,0,0.5626541196713092,0.25523121691856543,43690,114,117848,0
300,67093,785415,21267,20,4,2,0.47904072567461364,0.089249751636584,70625,50,31788,0
866,188298,766773,17696,54,3,1,0.10455445815102427,0.07868365694189783,69008,32,80185,1
670,134650,51051,31968,106,1,1,0.6124895070970834,0.4261515484507238,61309,91,140683,0
730,177489,946961,25345,86,3,2,0.7379531202529385,0.945844409062715,44237,39,148896,0
608,169765,651206,27693,83,4,2,0.7672783010536482,0.2177290342470246,36732,133,130824,0
436,140956,128116,21385,30,3,2,0.9053731882624274,0.25674160134154933,9104,161,17799,0
501,135598,434370,20122,53,2,0,0.4094707418887772,0.10088880210585893,84230,13,95406,0
735,153241,278931,3364,92,4,2,0.953072768622137,0.6055702738939303,91266,13,55147,0
612,173124,356901,4708,99,3,0,0.8654294050826861,0.6798728739471749,35980,26,133699,0
416,28036,569385,14982,107,0,1,0.29650157102393904,0.64293120816076,75990,195,18614,0
874,51778,433152,19308,63,3,0,0.15928303734945848,0.8611302430447813,40560,198,35147,1
